,Open,High,Low,Close,Volume,Dividends,Stock Splits,fast_ma,slow_ma,ma_signal,bollinger_high,bollinger_low,bollinger_signal,ema,ema_signal,envelope_high,envelope_low,envelope_signal,macd_line,macd_signal_line,macd_signal,rsi,rsi_signal,atr,stochastic,stochastic_signal,cci,cci_signal,ad_line,chaikin,chaikin_signal,williams_r,williams_r_signal,momentum,momentum_signal,roc,roc_signal,obv,obv_signal,adl,adl_signal,sar,sar_signal,kc_middle,kc_high,kc_low,kc_signal,donchian_high,donchian_low,donchian_signal,ma_envelope_high,ma_envelope_low,ma_envelope_signal,hma,hma_signal,wma,wma_signal,vwap,vwap_signal,ulcer,ulcer_signal,cmo,cmo_signal,ha_close,ha_open,ha_high,ha_low,ha_signal,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,ichimoku_signal,trix,trix_signal,proc,proc_signal,combined_signal_1,combined_signal_2,Year,Month,Day,Weekday,pr_change_on_last_day,sentiment,model_2_sentiment
2020-07-30,11.520986057983942,11.7747919596455,11.50285663277883,11.738533973693848,10135600,0.0,0.0,10.500775718688965,9.223416652679443,1,12.526811201099257,8.474740236278674,0,10.633763668214055,1,11.025814504623414,9.975736932754517,-1,0.7552185285672692,0.6962884082562091,1,87.42689158974876,-1,0.34315650837848705,98.52398678415791,-1,84.24175766396777,0,7432777.6293578325,2386046.299026711,1,-1.4760132158420864,-1,2.320514678955078,1,24.639094551987142,1,1398721500.0,1,1362241687.8639977,1,11.736721057891845,1,10.500775718688965,11.18708873544594,9.81446270193199,-1,11.7747919596455,8.964796813258499,0,10.763295111656188,10.238256325721741,-1,12.151875305175782,-1,11.005042752765474,1,4.645812193564842,1,0.12650966482069478,-1,74.85378317949753,-1,11.63429215602553,11.561775152082966,11.7747919596455,11.50285663277883,1,11.398614508444606,9.980020045704418,8.305081134741137,7.962352262451207,11.276244163513184,1,9.359391417454452,1,0.2228517366116122,1,0,0,2020,7,30,3,0.007782165202081304,0,0
2020-07-31,11.756662129705989,11.765725976871483,11.566307507894951,11.64788818359375,8049700,0.0,0.0,10.633570623397826,9.295468139648438,1,12.590186237082232,8.67695500971342,0,10.730346955393074,1,11.165249154567718,10.101892092227935,-1,0.7428307875943982,0.705596884123847,1,84.59298520335447,-1,0.3418613775508114,94.83392015093123,-1,78.55350267583654,0,-1463550.0958012708,58370.281234211754,1,-5.1660798490687565,-1,2.157350540161133,1,22.73159457571936,1,1390671800.0,-1,1360778137.7681963,-1,11.649701099395752,-1,10.633570623397826,11.31729337849945,9.949847868296203,-1,11.7747919596455,9.127956149228197,0,10.89940988898277,10.36773135781288,-1,12.203089773654938,-1,11.114291558946881,1,4.646701313858263,1,0.12880838298071579,-1,69.18597040670896,-1,11.684145949516545,11.629760015838894,11.765725976871483,11.566307507894951,1,11.398614508444606,9.98908459336122,8.31414596751074,7.962352262451207,11.48472785949707,1,9.463175572291533,1,0.07892515391011007,1,0,0,2020,7,31,4,-0.007722070771634337,1,0
2020-08-03,11.593501287648278,11.756662646214082,11.520985320387593,11.711339950561523,8779600,0.0,0.0,10.760926914215087,9.370040130615234,1,12.645089320205466,8.876764508224708,0,10.823774859694831,1,11.298973259925843,10.222880568504332,-1,0.729721663825682,0.710421840064214,1,84.3657485699708,-1,0.3386240412774909,94.77607900836989,-1,75.319117127131,0,5402820.860506911,1285587.1890322277,1,-5.223920991630122,-1,2.1120290756225586,1,22.00188225111511,1,1399451400.0,1,1366180958.6287034,1,11.710070915222168,1,10.760926914215087,11.43817499677007,10.083678831660105,-1,11.7747919596455,9.155149928767644,0,11.029950087070464,10.49190374135971,-1,12.181788134574889,-1,11.216936256771996,1,4.647679583434198,1,0.12901326295596122,-1,68.7314971399416,-1,11.64562230120287,11.702275156649868,11.756662646214082,11.520985320387593,-1,11.398614508444606,10.161310816798963,8.338822270379083,7.962352262451207,11.557243347167969,1,9.568142673544791,1,0.05641857754698351,1,0,0,2020,8,3,0,0.00544749107886755,0,0
2020-08-04,11.557242111268891,11.557242111268891,11.421274902802041,11.45753288269043,9241900,0.0,0.0,10.869700908660889,9.43739055633545,1,12.642262482565947,9.09713933475583,0,10.884132766646793,1,11.413185954093933,10.326215863227844,-1,0.6908883487485031,0.706515141801072,-1,65.53185031043554,0,0.2551011368777181,67.59243292762187,0,57.25706338009854,0,-4312878.832191095,-1420600.0862754243,-1,-32.40756707237813,0,0.6617069244384766,1,6.129284845803677,1,1390209500.0,-1,1361868079.7965124,-1,11.46260902404785,-1,10.869700908660889,11.379903182416324,10.359498634905453,-1,11.7747919596455,9.155149928767644,0,11.14144343137741,10.597958385944366,-1,12.133632862567902,-1,11.283279682341076,1,4.648672081309971,1,0.14928006311358122,-1,31.06370062087108,0,11.498323002007563,11.652420619104902,11.652420619104902,11.421274902802041,-1,11.398614508444606,10.161310816798963,8.433937495157915,8.021271650223742,11.421277046203613,1,9.673082166599462,1,0.0301548152629781,1,0,0,2020,8,4,1,-0.02167190679653397,1,0
2020-08-05,11.493792648227117,11.539114481784875,11.421276677184432,11.466598510742188,9359800,0.0,0.0,10.974395942687988,9.504564762115479,1,12.617270609436162,9.331521275939814,0,10.939605694655878,1,11.523115739822387,10.425676145553588,0,0.6533131993018664,0.6958747533012309,-1,60.29408124238004,0,0.24020935496399456,64.94846030931636,0,54.570912494469376,0,-2160017.227871081,-1713529.816956239,-1,-35.05153969068363,0,0.3807086944580078,1,3.4341735374167333,1,1399569300.0,1,1359708062.5686412,-1,11.466417198181153,1,10.974395942687988,11.454814652615976,10.493977232759999,-1,11.7747919596455,9.200471401403966,0,11.248755841255186,10.700036044120788,-1,12.079585611820221,-1,11.340127073015486,1,4.649678283701733,1,0.1660319283871674,-1,20.58816248476009,0,11.480195579484652,11.50738749697966,11.539114481784875,11.421276677184432,-1,11.398614508444606,10.202100431755662,8.44511134610116,8.021271650223742,11.56631088256836,1,9.776997007085432,1,0.00556432442839034,1,0,0,2020,8,5,2,0.0007912373583891519,1,0
2020-08-06,11.684148156741085,11.72946999366734,11.539115339417734,11.6297607421875,9597900,0.0,0.0,11.09223461151123,9.569996185302735,1,12.548792876217913,9.635676346804548,0,11.005334746801745,1,11.646846342086793,10.537622880935668,0,0.6294446055281799,0.6825887237466207,-1,62.844042010407044,0,0.23697214632608674,80.72303151145725,-1,71.54539344693114,0,-457009.6480033895,-1135723.220735376,-1,-19.276968488542757,-1,0.5076141357421875,1,4.563994287290043,1,1409167200.0,1,1359251052.9206378,-1,11.626497497558594,1,11.09223461151123,11.566178904163404,10.618290318859056,-1,11.7747919596455,9.263922668584913,0,11.36954047679901,10.81492874622345,-1,12.029730701446532,-1,11.402542768205915,1,4.650734462682644,1,0.16855775468616818,-1,25.688084020814088,0,11.645623558003415,11.480195579484652,11.72946999366734,11.480195579484652,1,11.57537293165029,10.206633257293301,8.44511134610116,8.025741763132075,12.001404762268066,1,9.879378998769344,1,0.027221778770779557,1,0,0,2020,8,6,3,0.014229348947070841,0,0
2020-08-07,11.50285686791854,11.548179567399227,11.36688963393507,11.421277046203613,10051700,0.0,0.0,11.192397499084473,9.634118518829347,1,12.422034956461603,9.962760041707343,0,11.044948299125732,1,11.752017374038697,10.632777624130249,0,0.5869398043959126,0.6634589398764792,-1,50.476198110437885,0,0.23373477083757535,53.01221374203336,0,43.19785698051703,0,-4020632.0697136275,-1929980.0909405192,-1,-46.98778625796663,0,0.018129348754882812,1,0.15898547695684903,1,1399115500.0,-1,1355230420.8509243,-1,11.42544672012329,-1,11.192397499084473,11.659867040759623,10.724927957409323,0,11.7747919596455,9.318310841285989,0,11.472207436561584,10.912587561607362,0,11.98350169658661,-1,11.433880142938524,-1,4.651807203788723,1,0.18868264954459116,-1,0.9523962208757637,0,11.459800778864114,11.656954449464292,11.656954449464292,11.36688963393507,-1,11.570840796790286,10.369794386452,8.459449854558159,8.030274706794046,12.092050552368164,1,9.979346394928415,1,0.024390271023730186,1,0,0,2020,8,7,4,-0.017926739905112732,0,1
2020-08-10,11.448469401936782,11.511920657445774,11.348760162642865,11.412211418151855,7134300,0.0,0.0,11.288481187820434,9.697388725280762,1,12.223123140058124,10.353839235582743,0,11.079925739032982,1,11.852905247211456,10.724057128429411,0,0.5462263653235322,0.6400124249658898,-1,52.47520678590048,0,0.234382187056455,51.80724677460655,0,32.075053800345636,0,-1585404.1998909204,-1304605.3891771692,-1,-48.19275322539345,0,0.09064388275146484,1,0.8006301465591108,1,1391981200.0,-1,1353645016.6510334,-1,11.41239273071289,-1,11.288481187820434,11.757245561933344,10.819716813707524,0,11.7747919596455,9.318310841285989,0,11.570693217515943,11.006269158124923,0,11.930021178722383,-1,11.45481480189732,-1,4.652567367486037,1,0.206717038962505,-1,4.950413571800971,0,11.43034041004432,11.462066957061076,11.511920657445774,11.348760162642865,-1,11.561776061144183,10.451374054436847,8.599949626711632,8.170774478947521,12.291467666625977,1,10.07619929117089,1,0.028594791326246344,1,0,0,2020,8,10,0,-0.0007937490715865803,1,1
2020-08-11,11.466598676455002,11.602566772468942,11.448470115661621,11.448470115661621,7169100,0.0,0.0,11.380939149856568,9.758483486175537,1,11.873135006450088,10.888743293263047,0,11.115025203473804,1,11.949986107349396,10.81189219236374,0,0.5109960015744566,0.6142091402876033,-1,58.82348969764415,0,0.23308728819219013,56.62660761003338,0,41.972475791313066,0,-7169100.0,-2706800.275838036,-1,-43.37339238996661,0,0.29912853240966797,1,2.6829255357913295,1,1399150300.0,1,1346475916.6510334,-1,11.447744941711425,1,11.380939149856568,11.847113726240948,10.914764573472187,0,11.7747919596455,10.560148606776261,0,11.665462628602981,11.096415671110153,0,11.86600320339203,-1,11.470051842644102,-1,4.653335163438881,1,0.21009633451906115,-1,17.64697939528831,0,11.491526420061795,11.43034041004432,11.602566772468942,11.43034041004432,1,11.561776061144183,10.464970944206572,8.686061642048362,8.364156874040898,12.391178131103516,1,10.16948428435822,1,0.024331015675230355,1,0,0,2020,8,11,1,0.0031771841741463636,1,1
2020-08-12,11.530052889952044,11.593504160915913,11.44847219045065,11.56631088256836,8224800,0.0,0.0,11.419463396072388,9.819759578704835,1,11.833186542072267,11.005740250072508,0,11.158004791959,1,11.990436565876008,10.848490226268767,0,0.4869709515348415,0.588761502537051,-1,63.40208813282833,0,0.22855520621012954,72.2895303251706,0,49.79199634842855,0,5140524.511837522,882346.0039160966,1,-27.7104696748294,0,0.4713573455810547,1,4.248394046984408,1,1407375100.0,1,1351616441.162871,1,11.563954067230224,1,11.419463396072388,11.876573808492648,10.962352983652128,0,11.7747919596455,10.795825916787322,0,11.704949980974197,11.133976811170578,0,11.790994608402254,-1,11.487706293378558,1,4.654231081134514,1,0.19868203770114856,1,26.804176265656658,0,11.534585030971742,11.45753439605831,11.593504160915913,11.44847219045065,1,11.557243069757174,10.464970944206572,8.763110065823282,8.454614386936441,12.237082481384277,1,10.259098898639637,1,0.0071036095995801575,1,0,0,2020,8,12,2,0.010293145347475718,1,1
2020-08-13,11.520986110709165,11.611631508232414,11.47566341194754,11.584437370300293,8451400,0.0,0.0,11.444390773773193,9.883392429351806,1,11.832791026674435,11.055990520871951,0,11.198617418467693,1,12.016610312461854,10.872171235084533,0,0.4640443677441297,0.5638180755784667,-1,62.032071420855544,0,0.22272807772520256,55.31915911336792,0,54.631095126355426,0,5070775.521181108,2248226.9846142833,1,-44.680840886632076,0,0.40790367126464844,1,3.6496438184572733,1,1415826500.0,1,1356687216.684052,1,11.584074840545654,1,11.444390773773193,11.889846929223598,10.998934618322789,0,11.7747919596455,10.895534010856371,0,11.730500543117522,11.158281004428863,0,11.714852893352509,-1,11.503418100447881,1,4.655153853808366,1,0.1936557306834906,1,24.064142841711075,0,11.548179600297352,11.548181886260203,11.611631508232414,11.47566341194754,-1,11.552711404428473,10.487631680524732,8.767642339651683,8.454614386936441,12.336791038513184,1,10.344992569547504,1,0.01589821316548615,1,0,0,2020,8,13,3,0.001567179709759614,0,1
2020-08-14,11.548179792855322,11.575373931749803,11.466599105089097,11.530051231384277,7091800,0.0,0.0,11.464786005020141,9.945937557220459,1,11.82365475235773,11.105917257682552,0,11.230182543507368,1,12.038025305271148,10.891546704769134,0,0.4364551942311081,0.5383454993089951,-1,51.572352013636205,0,0.20718885143262483,42.55341268348835,0,33.62972209511504,0,1181985.4533895254,1365269.911092194,1,-57.44658731651165,0,0.04532337188720703,1,0.394640364505701,1,1408734700.0,-1,1357869202.1374416,1,11.531138954162596,-1,11.464786005020141,11.879163707885391,11.05040830215489,0,11.7747919596455,11.02243705724371,0,11.751405655145643,11.178166354894637,0,11.655367267131806,-1,11.511576239267985,1,4.655921911925266,1,0.20151225453922003,-1,3.1447040272724083,0,11.530051015269624,11.55271174050473,11.575373931749803,11.466599105089097,-1,11.539115078155103,10.519357314115206,8.853755451370553,8.454614386936441,12.545272827148438,1,10.42701732312087,1,-0.010116593699401065,-1,0,0,2020,8,14,4,-0.004694758767952667,1,1
2020-08-17,11.593501563363382,11.738533501333885,11.593501563363382,11.666017532348633,6155300,0.0,0.0,11.477929496765137,10.009207782745362,1,11.846419163477371,11.109439830052903,0,11.271690637682727,1,12.051825971603394,10.90403302192688,0,0.4207122111370811,0.5148188416746123,-1,58.78783318742153,0,0.20783620211593107,74.46800260868932,0,101.30686761069909,-1,-7.539035474920144e-08,503858.47210990323,1,-25.531997391310686,0,0.26286983489990234,1,2.305239236344498,1,1414890000.0,1,1357869202.1374416,-1,11.663298206329344,1,11.477929496765137,11.893601900997,11.062257092533274,0,11.7747919596455,11.02243705724371,0,11.764877734184264,11.190981259346009,0,11.611178016662597,1,11.530741146632604,1,4.6566015887171,1,0.2012645653359656,1,17.575666374843063,0,11.64788854010232,11.5391155121198,11.738533501333885,11.5391155121198,1,11.543646831988376,10.546551400465745,8.853755451370553,8.454614386936441,12.318662643432617,1,10.505345625492831,1,-0.006177640368697215,-1,0,0,2020,8,17,0,0.011792341442010468,1,1
2020-08-18,11.684147224518288,11.774791755597327,11.620695101858544,11.765727043151855,5540700,0.0,0.0,11.50013747215271,10.071208992004394,1,11.882234592647155,11.118040351658266,0,11.318741723917881,1,12.075144345760346,10.925130598545074,0,0.4115375590205126,0.4941625851437924,-1,54.36241326401281,0,0.19682941034042464,97.87224414763858,-1,116.97680901017951,-1,4888838.314128938,1661197.0313754794,1,-2.1277558523614117,-1,0.11783885955810547,1,1.0116757449997118,1,1420430700.0,1,1362758040.4515705,1,11.76373285293579,1,11.50013747215271,11.89379629283356,11.10647865147186,0,11.7747919596455,11.02243705724371,0,11.787640908956527,11.212634035348893,0,11.590556406974791,1,11.558150436764672,1,4.657221989285096,1,0.2012645653359656,-1,8.7248265280256,0,11.711340281281505,11.629759547856008,11.774791755597327,11.620695101858544,1,11.561775959120096,10.546551400465745,8.97839258813504,8.558856716222579,11.829180717468262,1,10.580293607558918,1,0.010116757449997118,1,0,0,2020,8,18,1,0.0085470050535017,0,0
2020-08-19,11.629759992349346,11.811049921741436,11.584437293886682,11.602566719055176,5985500,0.0,0.0,11.52279872894287,10.134116649627686,1,11.869407818277146,11.176189639608594,0,11.345772675835718,1,12.098938665390014,10.946658792495727,0,0.3866439161634041,0.4726588513477148,-1,45.22295042418882,0,0.19359207469671638,54.9020503736042,0,82.26217311490441,0,-5027798.080444366,-1171657.5955051524,-1,-45.0979496263958,0,-0.13596725463867188,-1,-1.1582984292874698,-1,1414445200.0,-1,1357730242.3711262,-1,11.605829925537108,-1,11.52279872894287,11.909982878336303,11.135614579549438,0,11.811049921741436,11.02243705724371,0,11.810868697166441,11.234728760719298,0,11.585004568099976,1,11.567905603136335,1,4.65787669280152,1,0.20593432465535252,-1,-9.55409915162237,0,11.65695348175816,11.724937133835072,11.811049921741436,11.584437293886682,-1,11.57990504219215,11.185599264258848,8.98065900090386,8.558856716222579,12.300533294677734,1,10.651753245174085,1,-0.009287855357757958,-1,0,0,2020,8,19,2,-0.01386742387429818,1,1
2020-08-20,11.484728827660163,11.71134147088241,11.46659940126224,11.620696067810059,6882100,0.0,0.0,11.549085855484009,10.197930774688722,1,11.833178856967105,11.264992854000912,0,11.371955856023751,1,12.12654014825821,10.971631562709808,0,0.3641803672026569,0.4509631545187032,-1,48.99334214080994,0,0.1968294747426905,58.82369224389647,0,36.56623137586155,0,1784237.3444100742,-56572.52627489355,-1,-41.17630775610353,0,-0.027192115783691406,-1,-0.23345103726177563,-1,1421327300.0,1,1359514479.7155364,1,11.620333480834962,1,11.549085855484009,11.94274480496939,11.155426905998628,0,11.811049921741436,11.02243705724371,0,11.837813001871108,11.260358709096908,0,11.583418369293213,1,11.577229159218925,1,4.658631280065739,1,0.20814530802565168,-1,-2.0133157183801114,0,11.570841441903717,11.61616335570226,11.71134147088241,11.46659940126224,-1,11.57990504219215,11.303437919264379,9.77380305997946,9.270420210718832,12.354920387268066,1,10.719697899680728,1,0.014240690975116392,1,0,0,2020,8,20,3,0.0015625291535801278,0,1
2020-08-21,11.530051006282108,11.530051006282108,11.394082907840046,11.421277046203613,9835700,0.0,0.0,11.561323022842407,10.265733299255372,1,11.794340743533654,11.32830530215116,0,11.376653112231356,1,12.139389173984528,10.983256871700286,0,0.3265224468664858,0.4260750129882598,-1,40.2439579854413,0,0.1961820343243708,15.686456845193947,1,-87.5755364401184,0,-5901344.959850415,-2040670.9560113167,-1,-84.31354315480606,1,-0.29006290435791016,-1,-2.476769571905412,-1,1411491600.0,-1,1353613134.755686,-1,11.425265426635741,-1,11.561323022842407,11.95368709149115,11.168958954193664,0,11.811049921741436,11.348760162642865,0,11.850356098413465,11.272289947271346,0,11.584324872493745,-1,11.56505689166841,-1,4.6596785485049494,1,0.2274782336599687,-1,-19.5120840291174,0,11.468865491651968,11.55271244773511,11.55271244773511,11.394082907840046,-1,11.60256641479074,11.353291966298904,9.846318935914201,9.302146252661146,12.291467666625977,1,10.783738565009937,1,-0.00395247679563525,-1,0,0,2020,8,21,4,-0.017160677849483275,1,1
2020-08-24,11.566308771293947,11.666018016673549,11.493792799298133,11.593502044677734,9428400,0.0,0.0,11.56676173210144,10.332448043823241,1,11.797316694367888,11.336206769834993,0,11.397305391511964,1,12.145099818706512,10.988423645496368,0,0.3070360710185156,0.40226722459431097,-1,54.838764417124615,0,0.19294460023226037,52.941229438458066,0,14.925557400345152,0,1488684.773803028,-315458.94783091085,-1,-47.058770561541934,0,0.1359691619873047,1,1.1867228606668134,1,1420920000.0,1,1355101819.529489,1,11.590057544708252,1,11.56676173210144,11.95265093256596,11.18087253163692,0,11.811049921741436,11.348760162642865,0,11.855930775403975,11.277592688798904,0,11.583078515529634,1,11.568121560414632,1,4.660707707368681,1,0.2196016998374769,1,9.677528834249223,0,11.57990540798584,11.47566402624286,11.666018016673549,11.47566402624286,1,11.60256641479074,11.416743489492573,9.893906254065232,9.342935125927315,12.518081665039062,1,10.84399368454728,1,-0.003117750942049522,-1,0,0,2020,8,24,0,0.015079311864811817,1,1
2020-08-25,11.466599527700222,11.656954184684226,11.42127769012293,11.611632347106934,6969300,0.0,0.0,11.57718596458435,10.397531223297118,1,11.795099314225174,11.359272614943526,0,11.417717482521008,1,12.156045262813569,10.998326666355132,0,0.2897162728012841,0.3797570342357056,-1,55.128264788538615,0,0.2013616495151785,56.86307760237844,0,-7.023584647404673,0,4288833.428945567,1309944.077409237,1,-43.13692239762156,0,0.1450338363647461,1,1.2648374862769884,1,1427889300.0,1,1359390652.9584346,1,11.611269741058349,1,11.57718596458435,11.979909263614708,11.174462665553992,0,11.811049921741436,11.348760162642865,0,11.866615613698958,11.287756315469741,0,11.586251115798952,1,11.572394952319918,1,4.661470235256051,1,0.21127926193608126,1,10.256529577077234,0,11.539115937403578,11.57990540798584,11.656954184684226,11.42127769012293,-1,11.60256641479074,11.416743489492573,10.016278365247167,9.45624240433965,12.472758293151855,1,10.90062299124503,1,0.01666672650818795,1,0,0,2020,8,25,1,0.0015638331161136332,1,1
2020-08-26,11.702274522997138,11.729467792942518,11.63882327163843,11.675081253051758,4183300,0.0,0.0,11.578545618057252,10.465696258544922,1,11.798644779130973,11.35844645698353,0,11.44222831780965,1,12.157472898960116,10.999618337154388,0,0.2779064715634245,0.3593869217012494,-1,51.72406537241438,0,0.19100193258020934,70.58799897388896,0,88.9301871917905,0,-836644.0418856425,224962.11270579987,1,-29.412001026111046,0,0.04532051086425781,1,0.38969426688079273,1,1432072600.0,1,1358554008.916549,-1,11.67381227493286,1,11.578545618057252,11.96054948321767,11.196541752896833,0,11.811049921741436,11.348760162642865,0,11.868009258508682,11.28908197760582,0,11.601547336578369,1,11.581718313126338,1,4.661932037545581,1,0.21066730960554012,1,3.448130744828747,0,11.686411710157461,11.539115937403578,11.729467792942518,11.539115937403578,1,11.60256641479074,11.416743489492573,10.04347165278236,9.465307382466497,12.391178131103516,1,10.953902609877304,1,0.023034083865795807,1,0,0,2020,8,26,2,0.005464253780015138,0,1
2020-08-27,11.693211328653044,11.702276041297084,11.530050823353205,11.584437370300293,4566200,0.0,0.0,11.570840787887573,10.528241329193115,1,11.777752131219236,11.36392944455591,0,11.455772037094473,1,12.149382827281952,10.992298748493193,0,0.25825590192323666,0.3391607177456469,-1,56.81817457230487,0,0.18452722612959857,50.980408503311935,0,29.70314502026383,0,-1682303.511035007,-508418.7141936585,-1,-49.01959149668807,0,0.1631603240966797,1,1.4285646293022332,1,1427506400.0,-1,1356871705.405514,-1,11.586250247955322,-1,11.570840787887573,11.93989524014677,11.201786335628375,0,11.811049921741436,11.348760162642865,0,11.860111807584762,11.281569768190383,0,11.62182905673981,-1,11.58227943238758,1,4.662429525319623,1,0.19884380125260442,1,13.636349144609735,0,11.627493890900906,11.688677888024447,11.702276041297084,11.530050823353205,-1,11.60256641479074,11.416743489492573,10.086528163982361,9.465307382466497,12.735629081726074,1,11.003880353790933,1,0.011876456265773654,1,0,0,2020,8,27,3,-0.007763875966839362,1,1
2020-08-28,11.638825622545037,11.74759958875609,11.575374358369915,11.611632347106934,7646900,0.0,0.0,11.569027996063232,10.593324508666992,1,11.773720509916629,11.364335482209835,0,11.470615876143277,1,12.147479395866394,10.99057659626007,0,0.24208646913645993,0.3197458680238095,-1,58.20905717619237,0,0.185174707242689,52.17425647927556,0,65.33446009106167,0,-4427148.591319488,-1635578.058543621,-1,-47.82574352072444,0,0.19942092895507812,1,1.7474345825550193,1,1435153300.0,1,1352444556.8141944,-1,11.6110884475708,1,11.569027996063232,11.93937741054861,11.198678581577854,0,11.811049921741436,11.348760162642865,0,11.858253695964812,11.279802296161652,0,11.638938176631928,-1,11.586164342789424,1,4.663265767976381,1,0.18338148513138902,1,16.418114352384737,0,11.643357979194494,11.638824349476668,11.74759958875609,11.575374358369915,1,11.60256641479074,11.416743489492573,10.10012520715763,9.465307382466497,12.590597152709961,1,11.05068563403019,1,0.003918402764608239,1,0,0,2020,8,28,4,0.0023475440314746354,0,1
2020-08-31,11.466598881225709,11.493793019589276,11.421277046203613,11.421277046203613,6849000,0.0,0.0,11.554524850845336,10.655688323974609,1,11.757860816648492,11.35118888504218,0,11.465916939958547,-1,12.132251093387604,10.976798608303069,0,0.2114742517056829,0.2980915447601842,-1,49.006635897950424,0,0.18517470342742,6.521892009903373,1,-99.86792607932186,0,-6849000.0,-2718588.869581167,-1,-93.47810799009663,1,-0.027193069458007812,-1,-0.23752579325692977,-1,1428304300.0,-1,1345595556.8141944,-1,11.425084152221679,-1,11.554524850845336,11.924874257700177,11.184175443990496,0,11.811049921741436,11.348760162642865,0,11.843387972116469,11.265661729574203,0,11.641884005069734,-1,11.572092823755174,-1,4.663994069454784,1,0.18998336880350836,-1,-1.986728204099151,0,11.450736498305552,11.625228984825984,11.625228984825984,11.421277046203613,-1,11.60256641479074,11.57990504219215,10.10012520715763,9.465307382466497,13.179789543151855,1,11.094078258422963,1,-0.014084440951356296,-1,0,0,2020,8,31,0,-0.01639350051853372,1,1
2020-09-01,11.403147176500935,11.520985844777734,11.357824478785465,11.48472785949707,5259700,0.0,0.0,11.555884599685669,10.719502410888673,1,11.756839371226967,11.354929828144371,0,11.467708456105074,1,12.133678829669952,10.978090369701386,0,0.19014196102742176,0.2765016280136317,-1,46.89644113447183,0,0.18646951205156118,28.000056634934598,0,-89.49468436878702,0,2922061.748188089,194479.88847069885,1,-71.9999433650654,0,-0.08158302307128906,-1,-0.7053504259015138,-1,1433564000.0,1,1348517618.5623825,1,11.4834588432312,1,11.555884599685669,11.92882362378879,11.182945575582547,0,11.811049921741436,11.348760162642865,0,11.84478171467781,11.266987484693527,0,11.625341331958772,-1,11.565445491245814,-1,4.664558513954387,1,0.19903540137459674,-1,-6.20711773105634,0,11.441671339890302,11.44393796371466,11.520985844777734,11.357824478785465,-1,11.552712033770778,11.57990504219215,10.442309750806363,9.497032484742663,13.4154691696167,1,11.134083130685049,1,-0.003930890763419929,-1,0,0,2020,9,1,1,0.00555549200293215,1,1
2020-09-02,11.548179664951832,11.55724437781626,11.466598978089165,11.539114952087402,5592400,0.0,0.0,11.559510421752929,10.779509449005127,1,11.756254808237825,11.362766035268033,0,11.474509074770056,1,12.137485942840575,10.981534900665283,0,0.17560033940889852,0.2563213702926851,-1,48.3221462293128,0,0.18323217658314853,40.000065336038254,0,-35.404314539033855,0,3355397.3335368084,1506389.3495146276,1,-59.99993466396174,0,-0.045322418212890625,-1,-0.39123538557933235,-1,1439156400.0,1,1351873015.8959193,1,11.538027210235596,1,11.559510421752929,11.925974774919226,11.193046068586632,0,11.811049921741436,11.348760162642865,0,11.848498182296751,11.270522661209105,0,11.602793407440185,-1,11.563848381950741,-1,4.665163344713395,1,0.20392900561645558,-1,-3.3557075413743966,0,11.527784493236165,11.443937517999004,11.55724437781626,11.443937517999004,1,11.552712033770778,11.57990504219215,10.54201968462923,9.537823091062762,13.778046607971191,1,11.17089059210888,1,-0.010877969273519694,-1,0,0,2020,9,2,2,0.004735601335590811,0,1
2020-09-03,11.530051788641224,11.539115637585505,11.230923162013669,11.303439140319824,10269900,0.0,0.0,11.543194341659547,10.841148109436036,1,11.76758956814249,11.318799115176603,1,11.458216700060511,-1,12.120354058742524,10.966034624576569,0,0.14340583789259576,0.23373826381266724,-1,42.603544770312084,0,0.19682890589462282,12.500022984663646,1,-154.81454630597162,1,-5436999.104385526,-891445.5875349287,-1,-87.49997701533636,1,-0.22661209106445312,-1,-1.965404025678787,-1,1428886500.0,-1,1346436016.7915337,-1,11.308152656555174,-1,11.543194341659547,11.936852153448791,11.149536529870302,0,11.811049921741436,11.230923162013669,0,11.831774200201034,11.254614483118058,0,11.563929402828217,-1,11.539460640861874,-1,4.666235708907035,1,0.23183485530929554,-1,-14.792910459375836,0,11.400882432140055,11.543647308519617,11.543647308519617,11.230923162013669,-1,11.48926137538488,11.520986541877551,10.62586525367723,9.672724752426076,14.095304489135742,1,11.204233351343966,1,-0.03929106132893862,-1,0,0,2020,9,3,3,-0.020424080420911706,0,1
